"Example_ID","Language_ID","Sentence","Segmentation","Gloss","Translation","Source","Orig_Segmentation","Orig_Glossing","Orig_Translation","Comment","Morpheme_IDs"
"apa-104","apal1257","paru tu-kuma-se","paru tu-kuma-se","water CPL-rise-CPL","The river rose.","koehn1986apalai[50]","","","","","X X-X-X"
"apa-105","apal1257","paru tu-kuma-noʔpo-se eɨ-a","paru tu-kuma-noʔpo-se eɨ-a","river CPL-rise-CAUS-CPL 3-by","He caused the river to rise.","koehn1986apalai[50]","","","","","X X-X-X-X X-X"
"apa-106","apal1257","pape aro-ase","pape aro-ase","paper 3.take-REC","He took the paper.","koehn1986apalai[50]","","","","","X X-X"
"apa-107","apal1257","mame pape aro-po-ase ropa eɨ-a raʔkene","mame pape aro-po-ase ropa eɨ-a raʔkene","then paper 3.take-CAUS-REC back 3-by really","Then he sent the paper back to him again / then he cause him to take the paper back again.","koehn1986apalai[50]","","","","","X X X-X-X X X-X X"
"apa-108","apal1257","ɨ-metɨ eneʔ-po-ko aja a, t-ɨka-se papa","ɨ-metɨ eneʔ-po-ko aja a, t-ɨka-se papa","1-loincloth.POSS bring-CAUS-IMP 1.mother.POSS by CPL-say-CPL 1.father.POSS","“Get my mother to bring me a loincloth”, my father said.","koehn1986apalai[51]","","","","","X-X X-X-X X X X-X-X X"
"apa-109","apal1257","aimo otuʔ-ma-Ṽko mana","aimo otuʔ-ma-Ṽko mana","boy eat-CAUS-CONT 3.be.PRS","He is feeding the boy.","koehn1986apalai[51]","","","","","X X-X-X X"
"apa-110","apal1257","aimo otuʔ-ma-po-Ṽko mana","aimo otuʔ-ma-po-Ṽko mana","boy eat-CAUS-CAUS-CONT 3.be.PRS","He is getting (someone) to feed the boy.","koehn1986apalai[51]","","","","","X X-X-X-X X"
"apa-112","apal1257","koiʔ a-Ṽko mana","koiʔ a-Ṽko mana","paddle do-CONT 3.be.PRS","He is paddling.","koehn1986apalai[51]","","","","","X X-X X"
"apa-113","apal1257","koiʔ nɨ-kameʃipo-no","koiʔ nɨ-kameʃipo-no","paddle 3-do.CAUS-IMM","He caused (him) to paddle.","koehn1986apalai[51]","","","","","X X-X-X"
"apa-114","apal1257","teʔme nɨ-kameʃipo-no","teʔme nɨ-kameʃipo-no","quiet 3-be.CAUS-IMM","He caused (him) to be still.","koehn1986apalai[51]","","","","","X X-X-X"
"apa-115","apal1257","epo ʔnae nɨ-kameʃipo-no","epo ʔnae nɨ-kameʃipo-no","enough 3.be.PRS 3-say.CAUS-IMM","He made him say “it's enough”.","koehn1986apalai[51]","","","","","X X X-X-X"
"apa-116","apal1257","mopo zumo pɨra kɨn-eʃi-ne, akono zumo","mopo zumo pɨra kɨn-eʃi-ne, akono zumo","M. big NEG 3-be-REM 3.brother.in.law.POSS big","Mopo was not big like his brother-in-law.","koehn1986apalai[52]","","","","","X X X X-X-X X X"
"apa-117","apal1257","mokɨro zumo n-eʃi-ase apito-rɨ-ma-no okomino eʃi-ketɨ zumo-ʔko pɨra","mokɨro zumo n-eʃi-ase apito-rɨ-ma-no okomino eʃi-ketɨ zumo-ʔko pɨra","MED.DEM.SG.ANIM big 3-be-REM begin-NMLZ-DENMLZ-NMLZ after be-NMLZ big-quite NEG","The first one was big. The next not quite so big.","koehn1986apalai[52]","","","","","X X X-X-X X-X-X-X X X-X X-X X"
"apa-118","apal1257","kure akuri n-ase, pinoko kure kuʔse, tomepore","kure akuri n-ase, pinoko kure kuʔse, tomepore","good coati 3-be.PRS wild.pig good SUPL delicious","Coati is good, wild pig (is) really good.","koehn1986apalai[52]","","","","","X X X-X X X X X"
"apa-119","apal1257","meri motɨe akuri zumo mana","meri motɨe akuri zumo mana","squirrel greater coati big 3.be.PRS","A coati is bigger than a squirrel.","koehn1986apalai[52]","","","","","X X X X X"
"apa-120","apal1257","senoʔne ĩ-kɨrɨ-rɨ tõ-keʔko t-ɨe-se. paruru t-ɨe-se keʔko. t-upuriʔma-se. t-aʔpi-se","senoʔne ĩ-kɨrɨ-rɨ tõ-keʔko t-ɨe-se. paruru t-ɨe-se keʔko. t-upuriʔma-se. t-aʔpi-se","PROX.DEM.PL.INAN 3-food-PERT PL-etc. CPL-cook-CPL banana CPL-cook-CPL etc. CPL-mash-CPL CPL-strain-CPL","She cooked his food. She cooked bananas, etc., mashed and strained them.","koehn1986apalai[52]","","","","","X X-X-X X-X X-X-X X X-X-X X X-X-X X-X-X"
"apa-121","apal1257","morara pɨra eʃi-ko. a-ramari-nɨ i-rumeka-ko. senoʔne kɨrɨ-ne-me eʃi-ko raʔkene","morara pɨra eʃi-ko. a-ramari-nɨ i-rumeka-ko. senoʔne kɨrɨ-ne-me eʃi-ko raʔkene","thus NEG be-IMP 2-feather.suit-PERT 3-abandon-IMP PROX.DEM.PL.INAN do-NMLZ-DENMLZ be-IMP really","Don't be that way, but abandon your feather suit, and be my cook (and wife).","koehn1986apalai[53]","","","","","X X X-X X-X-X X-X-X X X-X-X X-X X"
"apa-122","apal1257","morara pɨra ke eʃi-ko kure at-amorepa-ko","morara pɨra ke eʃi-ko kure at-amorepa-ko","like.that NEG POL be-IMP well REFL-teach-IMP","Don't be like that but try to do it well.","koehn1986apalai[53]","","","","","X X X X-X X X-X-X"
"apa-123","apal1257","ɨto~ɨto pɨra ʔʃo ɨwɨ repe. ɨrome maiʃi eneʔ-nõko ʔʃo toto","ɨto~ɨto pɨra ʔʃo ɨwɨ repe. ɨrome maiʃi eneʔ-nõko ʔʃo toto","go~go NEG INTS 1SG.PRO FRUST but flu bring-CONT INTS 3PL","I don't go anywhere but they bring the flu here.","koehn1986apalai[53]","","","","","X X X X X X X X-X X X"
"kui-26","nucl1656","t-umuku-ɣu imputa-te-lɨ isi heke","t-umuku-ɣu imputa-te-lɨ isi heke","COR-son-PERT medicine-VBZ-PNCT mother ERG","The mother gave medicine to her son.","kuikurodossantos2007[33]","","","","","X-X-X X-X-X X X"
"kui-27","nucl1656","atɨtɨ-ha uɣe-i","atɨtɨ-ha uɣe-i","good-AFF 1.PRO-COP","I'm good.","kuikurodossantos2007[57]","","","","","X-X X-X"
"kui-28","nucl1656","uɣe ili-ɲi tatute","uɣe ili-ɲi tatute","1.PRO drink-AGT.NMLZ all","Me the all-drinker.","kuikurodossantos2007[57]","","","","","X X-X X"
"kui-29","nucl1656","u-akiti eɣe","u-akiti eɣe","1-like 2.PRO","I like you","kuikurodossantos2007[57]","","","","","X-X X"
"kui-30","nucl1656","maɣia hamo-ha aɣo-i","maɣia hamo-ha aɣo-i","M. nephew-AFF 3PL.PRO-COP","They're Magia's nephews.","kuikurodossantos2007[57]","","","","","X X-X X-X"
"kui-31","nucl1656","akaɣo eɣ-iku-t͡se-ɣaɣɨ","akaɣo eɣ-iku-t͡se-ɣaɣɨ","3PL.DIST DETRZ-sap-VBZ-CONT","They are painting themselves.","kuikurodossantos2007[57]","","","","","X X-X-X-X"
"kui-32","nucl1656","u-akitiŋo-ha ekise-i u-ato-i","u-akitiŋo-ha ekise-i u-ato-i","1-like-AFF DIST.DEM.SG.ANIM.VIS-COP 1-friend-COP","I like this friend of mine a lot.","kuikurodossantos2007[57]","","","","","X-X-X X-X X-X-X"
"kui-33","nucl1656","eekise heke ahu-nɨɣɨ","eekise heke ahu-nɨɣɨ","DIST.DEM.SG.ANIM.INVIS ERG close.door-PNCT","He closed the door.","kuikurodossantos2007[57]","","","","","X X X-X"
"kui-34","nucl1656","kaɣamuke hehuɣu-lɨ-ha ese-i","kaɣamuke hehuɣu-lɨ-ha ese-i","child fat-PERT-AFF PROX.DEM.SG.ANIM-COP","That child is fat (this is the child's fatness)","kuikurodossantos2007[58]","","","","","X X-X-X X-X"
"kui-36","nucl1656","aimpe ɣehale","aimpe ɣehale","then again","then again","kuikurodossantos2007[58]","","","","","X X"
"kui-37","nucl1656","ɨnaɣo ɣehale t-it͡sake-ti i-heke-ni t͡sɨk t͡sɨk t͡sɨk","ɨnaɣo ɣehale t-it͡sake-ti i-heke-ni t͡sɨk t͡sɨk t͡sɨk","3PL.PRO also CPL-cut-CPL 3-ERG-PL IDEO IDEO IDEO","They also killed (shooting).","kuikurodossantos2007[58]","","","","","X X X-X-X X-X-X X X X"
"kui-38","nucl1656","iŋi-ke-ha e-muku-ɣu","iŋi-ke-ha e-muku-ɣu","see-IMP-AFF 2-son-PERT","Look at your son!","kuikurodossantos2007[58]","","","","","X-X-X X-X-X"
"kui-39","nucl1656","api-ke ɨŋele","api-ke ɨŋele","hit-IMP 3.PRO.ANIM","Hit him!","kuikurodossantos2007[58]","","","","","X-X X"
"kui-40","nucl1656","e-hit͡si-lɨ-ko leha","e-hit͡si-lɨ-ko leha","3-shave-PNCT-PL CPL","They shaved.","kuikurodossantos2007[60]","","","","","X-X-X-X X"
"kui-42","nucl1656","kuk-ataŋe-ɣɨ-ko","kuk-ataŋe-ɣɨ-ko","1+2-pot-PERT-PL","our pots","kuikurodossantos2007[60]","","","","","X-X-X-X"
"kui-43","nucl1656","u-heke","u-heke","1-ERG","me","kuikurodossantos2007[61]","","","","","X-X"
"kui-44","nucl1656","e-heke","e-heke","2-ERG","you","kuikurodossantos2007[62]","","","","","X-X"
"kui-45","nucl1656","e-heke-ni","e-heke-ni","2-ERG-PL","y'all","kuikurodossantos2007[62]","","","","","X-X-X"
"kui-46","nucl1656","i-heke","i-heke","3-ERG","he/she","kuikurodossantos2007[62]","","","","","X-X"
"kui-47","nucl1656","i-heke-ni","i-heke-ni","3-ERG-PL","they","kuikurodossantos2007[62]","","","","","X-X-X"
"kui-48","nucl1656","ti-heke","ti-heke","1+3-ERG","we","kuikurodossantos2007[62]","","","","","X-X"
"kui-51","nucl1656","iɲe i-taɣɨ i-heke-ni","iɲe i-taɣɨ i-heke-ni","imperata.brasiliensis take-CONT 3-ERG-PL","They're gathering grass.","kuikurodossantos2007[62]","","","","","X X-X X-X-X"
"kui-52","nucl1656","u-upaɣi-taɣɨ","u-upaɣi-taɣɨ","1-burp-CONT","I'm burping","kuikurodossantos2007[64]","","","","","X-X-X"
"kui-54","nucl1656","Ø-ueletu","Ø-ueletu","1-size","my size","kuikurodossantos2007[64]","","","","","X-X"
"kui-55","nucl1656","a-aɟo","a-aɟo","2-boyfriend","your boyfriend","kuikurodossantos2007[65]","","","","","X-X"
"kui-57","nucl1656","a-aɣa-ni","a-aɣa-ni","2-equal-PL","equal to you","kuikurodossantos2007[65]","","","","","X-X-X"
"kui-58","nucl1656","o-otu","o-otu","2-food","your food","kuikurodossantos2007[65]","","","","","X-X"
"kui-59","nucl1656","Ø-ahaɟu-ɣu","Ø-ahaɟu-ɣu","2-radio-PERT","your radio","kuikurodossantos2007[65]","","","","","X-X-X"
"kui-60","nucl1656","Ø-ewe-ɣɨ","Ø-ewe-ɣɨ","2-hoe-PERT","your hoe","kuikurodossantos2007[66]","","","","","X-X-X"
"kui-61","nucl1656","e-eŋkɨ-ɣɨ","e-eŋkɨ-ɣɨ","2-smell-PERT","your smell","kuikurodossantos2007[66]","","","","","X-X-X"
"kui-62","nucl1656","e-i-ɣɨ","e-i-ɣɨ","2-tree-PERT","your tree","kuikurodossantos2007[66]","","","","","X-X-X"
"kui-64","nucl1656","a-hamo","a-hamo","2-nephew","your nephews","kuikurodossantos2007[66]","","","","","X-X"
"kui-65","nucl1656","o-ɲo","o-ɲo","2-husband","your husband","kuikurodossantos2007[66]","","","","","X-X"
"kui-66","nucl1656","e-ɣeputu-ɣu","e-ɣeputu-ɣu","2-dirt-PERT","your dirt","kuikurodossantos2007[66]","","","","","X-X-X"
"kui-67","nucl1656","e-ŋikiɲɨtu-ntaɣɨ","e-ŋikiɲɨtu-ntaɣɨ","2-make.beiju-CONT","you're making beiju","kuikurodossantos2007[67]","","","","","X-X-X"
"kui-68","nucl1656","e-kuntu-ɣu","e-kuntu-ɣu","2-trap-PERT","your trap","kuikurodossantos2007[67]","","","","","X-X-X"
"kui-69","nucl1656","e-hɨɣi","e-hɨɣi","2-penis","your penis","kuikurodossantos2007[67]","","","","","X-X"
"kui-70","nucl1656","e-ɣepo","e-ɣepo","2-next.to","next to you","kuikurodossantos2007[67]","","","","","X-X"
"kui-71","nucl1656","i-hamo","i-hamo","3-nephew","his/her nephews","kuikurodossantos2007[67]","","","","","X-X"
"kui-72","nucl1656","i-piɣa-ɣɨ","i-piɣa-ɣɨ","3-cheek-PERT","his/her cheek","kuikurodossantos2007[67]","","","","","X-X-X"
"kui-73","nucl1656","i-itu","i-itu","3-place","his/her place","kuikurodossantos2007[68]","","","","","X-X"
"kui-74","nucl1656","i-iŋu-ɣu","i-iŋu-ɣu","3-eye-PERT","his/her eye","kuikurodossantos2007[68]","","","","","X-X-X"
"kui-76","nucl1656","Ø-impuhi-t͡sɨ","Ø-impuhi-t͡sɨ","3-pubic.hair-PERT","his/her pubic hair","kuikurodossantos2007[68]","","","","","X-X-X"
"kui-77","nucl1656","Ø-iɣehumit͡sumpɨŋu-ntaɣɨ","Ø-iɣehumit͡sumpɨŋu-ntaɣɨ","3-gasp-CONT","he/she is gasping","kuikurodossantos2007[68]","","","","","X-X-X"
"kui-78","nucl1656","Ø-iɣati-sɨ","Ø-iɣati-sɨ","3-lips-PERT","his/her lips","kuikurodossantos2007[68]","","","","","X-X-X"
"kui-79","nucl1656","Ø-oku-ɣu","Ø-oku-ɣu","3-drink-PERT","his/her drink","kuikurodossantos2007[68]","","","","","X-X-X"
"kui-80","nucl1656","Ø-uɲa-ɣɨ","Ø-uɲa-ɣɨ","3-belly-PERT","his/her belly","kuikurodossantos2007[69]","","","","","X-X-X"
"kui-81","nucl1656","u-ikene","u-ikene","1-youngest.sister","my youngest sister","kuikurodossantos2007[69]","","","","","X-X"
"kui-82","nucl1656","Ø-ikeene","Ø-ikeene","3-youngest.sister","his/her youngest sister","kuikurodossantos2007[69]","","","","","X-X"
"kui-83","nucl1656","u-iɲatɨ-ɣɨ","u-iɲatɨ-ɣɨ","1-hand-PERT","my hand","kuikurodossantos2007[69]","","","","","X-X-X"
"kui-84","nucl1656","Ø-iɲaatɨ-ɣɨ","Ø-iɲaatɨ-ɣɨ","3-hand-PERT","his/her hand","kuikurodossantos2007[69]","","","","","X-X-X"
"kui-85","nucl1656","u-iɲõmpi-ɣɨ","u-iɲõmpi-ɣɨ","1-fingernail-PERT","my fingernail","kuikurodossantos2007[69]","","","","","X-X-X"
"kui-86","nucl1656","Ø-iɲõõmpi-ɣɨ","Ø-iɲõõmpi-ɣɨ","3-fingernail-PERT","his/her fingernail","kuikurodossantos2007[69]","","","","","X-X-X"
"kui-87","nucl1656","iɲ-aŋaheɣu","iɲ-aŋaheɣu","3-jump","he/she jumped","kuikurodossantos2007[70]","","","","","X-X"
"kui-89","nucl1656","is-i-ɣɨ","is-i-ɣɨ","3-tooth-PERT","his/her tooth","kuikurodossantos2007[70]","","","","","X-X-X"
"kui-90","nucl1656","is-iŋi-ni","is-iŋi-ni","3-behind-PL","behind them","kuikurodossantos2007[70]","","","","","X-X-X"
"kui-91","nucl1656","is-ahukuɣu-lɨ","is-ahukuɣu-lɨ","3-pot-PERT","his/her pot","kuikurodossantos2007[70]","","","","","X-X-X"
"kui-94","nucl1656","iɲ-aɣahi-sɨ","iɲ-aɣahi-sɨ","3-intestine-PERT","his/her intestine(s)","kuikurodossantos2007[71]","","","","","X-X-X"
"kui-95","nucl1656","u-õ-ɣu","u-õ-ɣu","1-edge-PERT","my edge","kuikurodossantos2007[71]","","","","","X-X-X"
"kui-97","nucl1656","iɲ-aŋatɨ-ɣɨ","iɲ-aŋatɨ-ɣɨ","3-mother-PERT","his/her mother","kuikurodossantos2007[71]","","","","","X-X-X"
"kui-98","nucl1656","iɲ-aŋu","iɲ-aŋu","3-dance","He/she danced.","kuikurodossantos2007[71]","","","","","X-X"
"kui-99","nucl1656","is-aŋke-ɣɨ","is-aŋke-ɣɨ","3-rattle-PERT","his/her rattle","kuikurodossantos2007[71]","","","","","X-X-X"
"kui-101","nucl1656","kuk-eɣipoɣu-ɣu","kuk-eɣipoɣu-ɣu","1+2-elbow-PERT","our elbows","kuikurodossantos2007[72]","","","","","X-X-X"
"kui-102","nucl1656","kuk-at͡saɣi-ɟɨ","kuk-at͡saɣi-ɟɨ","1+2-yell-PNCT","We shouted.","kuikurodossantos2007[72]","","","","","X-X-X"
"kui-103","nucl1656","kuk-aɣisu-ɣu","kuk-aɣisu-ɣu","1+2-bag-PERT","our bag","kuikurodossantos2007[72]","","","","","X-X-X"
"kui-104","nucl1656","k-ipoɟi-tɨ","k-ipoɟi-tɨ","1+2-cinnamon-PERT","our cinnamon","kuikurodossantos2007[72]","","","","","X-X-X"
"kui-107","nucl1656","ku-lompi-ɣɨ","ku-lompi-ɣɨ","1+2-toenail-PERT","our toenail","kuikurodossantos2007[73]","","","","","X-X-X"
"kui-108","nucl1656","ku-te-lɨ-iŋo","ku-te-lɨ-iŋo","1+2-go-PNCT-FUT","We will go.","kuikurodossantos2007[73]","","","","","X-X-X-X"
"kui-109","nucl1656","ku-manaɣe-sɨ","ku-manaɣe-sɨ","1+2-sieve-PERT","our sieve","kuikurodossantos2007[74]","","","","","X-X-X"
"kui-111","nucl1656","aŋi taɣi heke e-e-taɣɨ","aŋi taɣi heke e-e-taɣɨ","Q hunger ERG 2-kill-CONT","Are you hungry?","kuikurodossantos2007[91]","","","","","X X X X-X-X"
"kui-113","nucl1656","kat͡soɣo api-lɨ i-heke","kat͡soɣo api-lɨ i-heke","dog hit-PNCT 3-ERG","S/he hit the dog.","kuikurodossantos2007[107]","","","","","X X-X X-X"
"kui-114","nucl1656","u-aɟo-te-ɣaɣɨ i-heke","u-aɟo-te-ɣaɣɨ i-heke","1-boyfriend-VBZ-CONT 3-ERG","He is dating me.","kuikurodossantos2007[111]","","","","","X-X-X-X X-X"
"mac-4","macu1259","pemonkon wɨtɨ-ʔpɨ moroʔ japiʔ-se","pemonkon wɨtɨ-ʔpɨ moroʔ japiʔ-se","person go-PST fish catch-SUP","The man went to catch fish.","macushiabbott1991[30]","","","","","X X-X X X-X"
"mac-12","macu1259","u-wetun sɨrɨrɨ","u-wetun sɨrɨrɨ","1-sleep Speaker.Involvement","I'm sleeping","macushiabbott1991[102]","","","","","X-X X"
"mak-1","maqu1238","m-akətə-ne","m-akətə-ne","2-cut-REM.PFV","You cut it.","maquiritaricaceres2011[75]","","","","","X-X-X"
"mak-2","maqu1238","əremi n-ɨrɨ-a=to jaawə","əremi n-ɨrɨ-a=to jaawə","song 3-make-NPST=PL then","They sing ceremonial chants.","maquiritaricaceres2011[182]","","","","","X X-X-X=X X"
"mak-3","maqu1238","tikinɲe a-w-ei-ahə=həkə əəwasint͡ʃə-ʔra mən-ɨrɨ-a","tikinɲe a-w-ei-ahə=həkə əəwasint͡ʃə-ʔra mən-ɨrɨ-a","lazy 2-INTR-COP-PTCP=COND eat-NEG 1>2-make-NPST","If you're lazy I won't feed you.","maquiritaricaceres2011[316]","","","","","X X-X-X-X=X X-X X-X-X"
"tri-6","trio1238","əpəi","əpəi","seat","seat","triomeira1999[134]","","","","","X"
"tri-12","trio1238","pakira apə-i","pakira apə-i","peccary catch-DUB","He/she has caught the peccary.","triomeira1999[289]","","","","","X X-X"
"tri-15","trio1238","ahkəə-se","ahkəə-se","cut-SUP","in order to cut it","triomeira1999[328]","","","","","X-X"
"tri-16","trio1238","i-moi-je","i-moi-je","3-obey-SUP","in order to obey it","triomeira1999[328]","","","","","X-X-X"
"tri-17","trio1238","i-kəhtun-je","i-kəhtun-je","i-shout-SUP","in order to shout it","triomeira1999[328]","","","","","X-X-X"
"wmr-4","waim1253","mɨkɨkɨ tɨ-se kiɲ-e","mɨkɨkɨ tɨ-se kiɲ-e","3PRO COR-foot wash-NPST","He is washing his own foot.","waimiribruno2003[71]","","","","","X X-X X-X"
"wmr-8","waim1253","kaina ram t͡ʃi-pia n-aram-pianɨ tɨ-mɨdɨ","kaina ram t͡ʃi-pia n-aram-pianɨ tɨ-mɨdɨ","K. PART go-IMM 3-come.back-REC COR-house","Kaina came back to her own house.","waimiribruno2003[71]","","","","","X X X-X X-X-X X-X"
"wmr-9","waim1253","bahiɲa n-it͡ʃi-pia mɨdɨ j-akɨna-se","bahiɲa n-it͡ʃi-pia mɨdɨ j-akɨna-se","child 3-go-IMM house REL-sweep-SUP","The child went to sweep the house.","waimiribruno2003[72]","","","","","X X-X-X X X-X-X"
"wmr-10","waim1253","ewepe j-eba","ewepe j-eba","E. LK-eye","Ewepe's eye","waimiribruno2003[72]","","","","","X X-X"
"wmr-11","waim1253","a=j-eba","a=j-eba","2=LK-eye","your eye","waimiribruno2003[72]","","","","","X=X-X"
"wmr-13","waim1253","k-eba","k-eba","1+2-eye","our eyes","waimiribruno2003[73]","","","","","X-X"
"wmr-14","waim1253","kɨɨ=j-eba","kɨɨ=j-eba","3=LK-eye","his/her eyes","waimiribruno2003[73]","","","","","X=X-X"
"wmr-15","waim1253","kɨ-pana","kɨ-pana","1+2-ear","our ears","waimiribruno2003[73]","","","","","X-X"
"wmr-16","waim1253","kɨɨ=pana","kɨɨ=pana","3=ear","his/her ear","waimiribruno2003[73]","","","","","X=X"
"wmr-17","waim1253","wen-ta-pa","wen-ta-pa","vomit-VBZ-EMP","I vomit","waimiribruno2003[74]","","","","","X-X-X"
"wmr-19","waim1253","wɨ-mɨn-ta-pa","wɨ-mɨn-ta-pa","1-blood-VBZ-EMP","I bleed","waimiribruno2003[74]","","","","","X-X-X-X"
"wmr-20","waim1253","mɨ-mɨn-ta-pa","mɨ-mɨn-ta-pa","2-blood-VBZ-EMP","You bleed","waimiribruno2003[74]","","","","","X-X-X-X"
"wmr-21","waim1253","etɨ-mɨ","etɨ-mɨ","name-PRIV","nameless","waimiribruno2003[74]","","","","","X-X"
"wmr-22","waim1253","jee-mɨ","jee-mɨ","tooth-PRIV","toothless","waimiribruno2003[74]","","","","","X-X"
"wmr-23","waim1253","jɨhia-mɨ","jɨhia-mɨ","hair-PRIV","hairless","waimiribruno2003[74]","","","","","X-X"
"wmr-24","waim1253","eba-mɨ","eba-mɨ","eye-PRIV","blind","waimiribruno2003[74]","","","","","X-X"
"wmr-25","waim1253","kiawa-mɨ","kiawa-mɨ","menstruation-PRIV","without menstruation","waimiribruno2003[74]","","","","","X-X"
"wmr-26","waim1253","ɲɨdɨ-mɨ","ɲɨdɨ-mɨ","house-PRIV","without house","waimiribruno2003[74]","","","","","X-X"
"wmr-27","waim1253","j-aska-mɨ","j-aska-mɨ","LK-relative-PRIV","without relatives","waimiribruno2003[74]","","","","","X-X-X"
"wmr-28","waim1253","amekɨ-mɨ","amekɨ-mɨ","daughter-PRIV","without daughter","waimiribruno2003[74]","","","","","X-X"
"wmr-29","waim1253","mɨnɨ-mɨ","mɨnɨ-mɨ","blood-PRIV","without blood","waimiribruno2003[74]","","","","","X-X"
"wmr-30","waim1253","emɨ-mɨ","emɨ-mɨ","penis-PRIV","without penis","waimiribruno2003[74]","","","","","X-X"
"wmr-31","waim1253","pɨruwa ram nata-mɨ","pɨruwa ram nata-mɨ","arrow PART point-PRIV","The arrow is without an arrowhead.","waimiribruno2003[74]","","","","","X X X-X"
"wmr-32","waim1253","aa ram namiɲa ja k-eme iika h-ini-pia","aa ram namiɲa ja k-eme iika h-ini-pia","1PRO PART dog ERG k-DEV bite 1-see-IMM","I saw the dog bite him.","waimiribruno2003[75]","","","","","X X X X X-X X X-X-X"
"wmr-33","waim1253","wɨkɨr-eme wu-janɨ ram tɨmere","wɨkɨr-eme wu-janɨ ram tɨmere","man-DEV kill-REC PART jaguar","The jaguar killed the man.","waimiribruno2003[75]","","","","","X-X X-X X X"
"wmr-36","waim1253","bɨbɨ ram tɨkoʃiɲa-p-eme ɲamiɲ-eme","bɨbɨ ram tɨkoʃiɲa-p-eme ɲamiɲ-eme","PROX.DEM.ANIM PART dirty-EMP-DEV dog-DEV","this dirty dog","waimiribruno2003[75]","","","","","X X X-X-X X-X"
"wmr-40","waim1253","aʔ-it͡ʃiri ram tah-eʔme na","aʔ-it͡ʃiri ram tah-eʔme na","1+3-land PART big-VAL COP","Our land ist big.","waimiribruno2003[76]","","","","","X-X X X-X X"
"wmr-43","waim1253","wɨtɨ ipo-se kra w-ɨ-sa","wɨtɨ ipo-se kra w-ɨ-sa","meat look.for-SUP 1PRO 1-go-NPST","I am going to look for meat.","waimiribruno2003[78]","","","","","X X-X X X-X-X"
"wmr-44","waim1253","meprɨ pɨnɨ kara h-ɨn-ianɨ","meprɨ pɨnɨ kara h-ɨn-ianɨ","tapir meat 1PRO 1-eat-REC","I was eating tapir meat.","waimiribruno2003[78]","","","","","X X X X-X-X"
"wmr-45","waim1253","arakɨ kra wɨ-tɨtɨ-pia","arakɨ kra wɨ-tɨtɨ-pia","today 1PRO 1-come-IMM","I came today.","waimiribruno2003[78]","","","","","X X X-X-X"
"wmr-46","waim1253","saken-pa kara w-ia","saken-pa kara w-ia","angry-EMP 1PRO 1-COP","I am angry.","waimiribruno2003[78]","","","","","X-X X X-X"
